type,1,2,3,4,5,6,7,8,9,10
normal,8.115918e-28,2.9491245e-38,1.1527708e-33,0.0,5.125729e-24,9.699552e-37,0.0,0.0,0.0,7.528169e-34
attack,3.382035e-18,1.7731244e-36,0.0,0.98579085,1.14578486e-14,0.0,5.9817964e-19,1.5207667e-18,0.0,1.7220515e-26
normal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
normal,0.0,0.0,0.0,0.0,9.906864e-23,0.0,0.0,0.0,0.0,0.0
attack,0.0,0.0,0.0,1.0,1.0,1.0,1.0,3.2117106e-33,1.368576e-29,1.0
normal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
normal,0.0,0.0,0.0,2.1478129e-30,0.0,0.0,0.0,0.0,6.337785e-33,0.0
normal,4.0418627e-30,3.523165e-18,3.1017009e-22,5.0656878e-30,0.0,0.0,1.2348057e-32,2.4381136e-21,3.5801387e-31,5.9053672e-34
normal,0.0,0.0,0.0,0.0,0.0,7.6650607e-34,0.0,0.0,0.0,0.0
attack,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
normal,7.1001276e-24,4.1914765e-13,1.7778167e-30,0.0013171732,0.0,1.5198538e-36,6.061486e-10,8.361276e-12,1.1273769e-27,1.4220422e-20
attack,1.0,1.712651e-18,1.0,2.092126e-25,0.0,6.56771e-35,1.0,1.0,0.0,1.0
attack,0.0,0.0,0.9999967,0.98656285,0.0,3.946705e-26,0.99805534,1.0,0.0,0.9999883
attack,1.0,0.0,2.9047875e-23,0.0,7.2494805e-31,1.0,1.0,1.0,1.0,0.0
attack,1.1811552e-29,0.0,0.0,2.5611825e-20,1.0,1.0,0.0,1.0,1.0,1.0
attack,0.9999988,0.99981177,0.0011869967,7.2102954e-37,0.0,5.142613e-16,0.0,5.484648e-17,0.0,0.0
attack,1.0,1.0,2.2043383e-24,1.2086335e-13,1.0,0.0,0.0,3.2484323e-31,1.0,1.0
normal,3.0102047e-24,0.0,0.0,3.9188965e-38,0.0,9.203522e-36,0.0,8.121654e-34,1.2968837e-37,2.7950245e-20
normal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
normal,6.866539e-27,2.6231157e-23,0.0,5.4336365e-36,2.4947534e-27,8.983923e-26,2.077567e-11,0.0,2.341255e-26,0.006798357
normal,0.0,0.0,0.0,0.0,0.0,1.2101084e-34,2.037056e-38,0.0,0.0,0.0
normal,1.2200914e-36,3.056584e-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.580126e-38
attack,5.796494e-27,2.7473118e-17,2.4475411e-16,0.0,0.0,0.0,0.0,0.0,5.459733e-36,1.3658032e-34
attack,4.0647516e-35,1.0,1.0,1.0,7.838576e-34,1.0,0.0,1.0,3.65697e-22,1.5226793e-37
normal,1.552388e-34,3.24086e-22,4.868673e-29,1.1633992e-19,4.25245e-21,5.6832595e-32,3.9493997e-34,0.68562484,1.4284308e-12,3.0224828e-16
attack,2.7444424e-24,0.017600268,1.0,7.343658e-08,0.0,0.9999995,9.9015475e-36,0.0,0.0,1.0
normal,1.5584299e-32,0.0,2.677915e-08,0.0,0.0,1.2660089e-32,7.4121244e-29,0.0,0.0,9.182595e-19
normal,4.7328005e-20,3.8494525e-30,0.0,0.0,9.405772e-26,6.3343307e-25,1.9562391e-16,8.111473e-25,4.9685703e-34,3.3413439e-19
normal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3848064e-37,0.0,0.0
normal,0.0,0.0,2.3917226e-36,0.0,0.0,0.0,6.4601264e-25,3.4671756e-21,1.4525816e-34,0.0
normal,0.0,0.0,0.0,0.0,0.0,4.171784e-32,0.0,3.7603087e-15,0.0,1.9078715e-23
normal,2.2715768e-27,4.4298796e-12,1.9064679e-15,8.930571e-29,0.0,0.9991958,6.0070034e-24,0.0,2.647749e-21,9.031727e-32
normal,0.0,0.0,4.827363e-27,0.0,0.0,0.0,0.0,0.0,0.0,1.77729e-35
attack,1.0,0.9994664,1.0,8.747394e-07,2.8257213e-10,6.8550495e-27,1.0,1.0,1.0,0.08912328
normal,1.7686052e-21,2.505758e-36,1.6735073e-18,6.3416404e-30,0.0,2.300998e-16,0.0037906468,9.379068e-21,0.0,4.1127482e-18
normal,8.712897e-19,3.2238088e-21,0.0,1.3387687e-33,2.5623804e-12,0.0,1.5504655e-33,0.9999974,0.0,1.7245754e-19
attack,1.0,4.626569e-28,0.0,1.0,0.0,1.0,1.0,0.0,5.8436626e-23,1.0
normal,0.0,0.0,1.0954318e-37,0.0,0.0,0.0,0.0,0.0,0.0,0.0
attack,6.1599347e-29,1.0,0.0,0.99999976,1.0,1.0,2.4456403e-21,1.0,0.0,5.4388637e-28
normal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
attack,1.0,6.50302e-34,0.0,0.9999995,0.0,0.0,0.0,1.0,0.9999968,1.0
attack,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0
normal,0.0,0.0,6.8708113e-34,0.0,0.0,0.0,0.0,0.0,0.0,0.0
attack,1.0,3.862244e-10,1.0,0.99998903,0.99997187,7.7386164e-22,7.1641766e-06,2.0775612e-09,1.864143e-25,1.0
normal,3.5146849e-16,3.7339093e-29,2.1778903e-11,1.1641287e-24,2.9408324e-07,1.563395e-18,3.9360966e-06,2.1962269e-27,4.9847626e-12,1.2729076e-20
attack,1.0,1.0,6.927372e-33,1.9463644e-28,1.0,1.0,1.0,7.832436e-37,6.673651e-14,1.4653229e-05
normal,0.0,4.6542262e-10,0.0,1.11931e-31,0.0,7.475563e-36,0.0,0.0,4.427309e-32,2.7899973e-27
attack,0.0,1.7829802e-28,3.5521028e-23,1.0,0.0,1.0,1.0,1.0,1.0,1.0448227e-28
normal,1.3836266e-28,5.002069e-23,1.4817771e-22,0.0,0.0,0.0,0.0,5.0393597e-30,6.2067574e-21,1.9798339e-32
normal,3.1190025e-13,3.0318617e-37,0.0,0.0,0.0,0.0,0.0,5.7625754e-38,6.5210198e-37,1.1454367e-34
normal,1.4828477e-27,5.9066993e-33,0.0,6.7846393e-38,0.0,3.779435e-15,0.0,0.0,6.113928e-23,4.956746e-31
normal,0.0,0.0,0.0,0.0,1.6409284e-30,0.0,0.0,7.1020636e-28,3.3684205e-36,0.0
normal,9.840784e-26,3.509095e-33,7.859475e-34,1.9862119e-31,0.0,0.0,1.5252263e-21,3.4908268e-35,6.1165907e-37,0.0
attack,1.0,1.0,3.8454083e-19,0.9999998,1.0,0.0,0.0,3.5169568e-28,1.0,6.812857e-38
normal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
attack,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0
attack,1.0,1.0,1.5699638e-17,3.8616491e-28,9.247733e-19,1.0,5.237057e-34,1.0,5.7419166e-19,1.0
attack,1.0,0.0,0.0,1.0,1.0,2.4209995e-33,1.9108252e-34,1.0,1.0,1.5374847e-25
normal,2.946396e-28,0.0,8.036632e-17,0.0,0.0,1.3675723e-24,0.0,2.6065902e-36,2.6996341e-34,5.0238904e-37
normal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
attack,3.955573e-31,0.54851836,0.0,8.8289245e-20,0.99999905,0.93113667,0.9987123,1.0,4.3576936e-15,2.2391854e-34
attack,1.0,0.0,0.0,0.0,0.33748978,0.0,0.80200243,0.9932602,0.0,0.9999803
normal,5.0772683e-33,0.0,0.0,4.33909e-34,0.0,0.0,0.0,0.0,0.0,0.0
attack,0.0,3.840761e-06,3.0311025e-27,0.00014674664,2.5005584e-10,4.2527116e-20,0.0,2.1142705e-24,1.3785896e-21,1.0
attack,1.2504403e-37,0.0,1.0,1.0,5.8717954e-38,0.0,1.0,1.0,1.0,0.0
attack,1.0,2.288105e-16,1.4744501e-18,2.560958e-20,0.0,1.0,1.0,1.0,2.826545e-37,1.0
attack,0.0,1.0,1.0,1.0,0.9999999,0.0,0.0,1.0,0.0,0.0
normal,0.0,2.8730301e-21,1.8152459e-17,5.867304e-35,2.4347083e-24,8.816929e-23,2.6445067e-15,1.2920146e-30,2.6932183e-17,4.563231e-06
attack,1.0,0.0,1.0,1.32622075e-30,2.3489317e-25,0.0,1.0,1.0,0.0,1.0
attack,0.99999475,0.9999997,0.0,0.99986887,0.0,0.0,0.0,1.0,7.3338886e-34,1.0
attack,1.6085304e-26,1.8362791e-32,4.9742477e-05,1.03966145e-14,1.1309955e-19,0.0,3.5818681e-34,8.284367e-19,1.5677296e-27,0.4488931
normal,3.447827e-36,0.0,1.47193125e-27,0.0,0.0,0.0,1.5499722e-36,2.8990223e-29,0.0,0.0
normal,0.0,4.445209e-34,2.4157237e-17,3.580646e-30,5.444538e-33,0.0,5.7866786e-29,3.92961e-33,1.8715458e-18,0.0
normal,0.0,1.6379122e-17,2.5446194e-26,1.8173522e-17,0.0,0.0,5.9577576e-16,2.012373e-29,2.5077538e-12,1.390123e-21
normal,0.0,0.0,0.0,0.0,0.0,2.1185414e-24,5.7248936e-29,0.0,0.0,0.0
attack,2.2109019e-36,1.0,1.0,0.9999664,0.0,0.0,0.0,0.0,1.0,0.9998196
normal,0.0,0.0,1.381379e-37,0.0,0.0,0.0,0.0,0.0,0.0,1.4816445e-33
normal,0.0,0.0,0.0,0.0,0.0,2.5490962e-35,0.0,0.0,0.0,0.0
normal,3.4175592e-17,4.1406906e-33,2.4037589e-29,6.536802e-17,0.0,0.0,1.7396045e-37,3.242945e-10,1.0003156e-17,1.8227255e-25
normal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
normal,1.01264284e-19,3.388474e-36,3.673134e-36,3.852794e-34,0.0,1.9069911e-23,3.9914073e-15,0.0,0.0,0.0
normal,0.0,5.206544e-25,0.0,0.0,1.5789397e-36,0.0,0.0,0.0,0.0,0.0
normal,0.0,0.0,0.0,0.0,5.199506e-22,0.0,0.0,0.0,0.0,0.0
normal,0.0,0.0,3.8125677e-37,0.0,0.0,0.0,0.0,0.0,4.9409535e-35,0.0
normal,3.7603528e-05,0.0,7.4557206e-19,6.448722e-19,0.0,6.118142e-26,7.432754e-32,1.1233962e-14,9.404967e-22,2.694829e-19
normal,0.0,0.0,0.0,2.608622e-34,4.683698e-27,0.0,7.003716e-24,0.0,9.3501865e-32,0.0
normal,2.1763572e-38,9.2185507e-38,1.5719921e-36,2.9421729e-28,0.0,2.475693e-31,0.0,3.9571272e-16,2.5599672e-12,7.882011e-22
normal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
normal,0.0,0.0,4.6195525e-27,2.7063927e-38,0.0,1.8186403e-34,0.0,0.0,0.0,1.3099817e-35
normal,0.0,1.9697396e-13,6.043504e-31,9.507554e-15,1.47827975e-33,0.0,1.2355822e-26,8.2163926e-10,3.218849e-18,0.0
normal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5144517e-29,0.0
normal,0.0,2.413712e-20,1.663542e-23,7.168091e-29,0.0,2.7711508e-18,2.0461457e-37,0.0,1.4190067e-10,0.0
normal,0.0,1.5020622e-27,0.0,1.8952194e-32,0.0,1.138124e-26,0.0,1.5497306e-35,0.0,0.0
normal,0.008991957,2.4132836e-09,4.231248e-08,8.3488175e-15,3.0688003e-05,7.351912e-12,6.860975e-12,1.0,4.0576995e-14,9.6213815e-05
normal,2.7422594e-21,2.2252302e-18,5.1029495e-36,1.0376811e-35,7.295334e-32,0.0,8.008116e-23,1.8913583e-29,4.610098e-20,0.7124429
normal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
normal,0.0,0.0,1.7268983e-35,0.0,0.0,7.8304444e-27,1.1047744e-20,0.0,1.84429e-16,2.481131e-37
attack,0.0,3.72671e-36,1.0,1.0,1.0,8.07562e-12,1.0,4.8502087e-22,1.0,9.0107855e-36
normal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.857075e-38,0.0,0.0
normal,2.3538958e-37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
attack,0.99999166,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,5.265829e-17
normal,0.0,3.3427634e-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
attack,0.9911274,2.5054496e-38,4.463268e-09,0.0,0.9999969,0.0,0.0,0.00091171265,0.0,0.999999
attack,0.0062425733,1.6763023e-22,1.0,0.0,1.0,2.9720016e-33,2.6239298e-28,1.0,1.0,1.0
attack,1.0,0.0,0.0,2.0797569e-36,1.0,1.0,1.0,1.0,0.0,5.632177e-31
normal,0.0,0.0,0.0,0.0,0.0,0.0,1.550383e-25,0.0,0.0,0.0
normal,5.2092817e-34,0.0,0.0,0.0,3.9935724e-10,0.0,0.0,0.0,0.0,1.0720009e-22
normal,1.8653633e-36,0.0,2.6750242e-24,0.0,0.0,0.0,8.937223e-35,0.0,2.3815561e-26,1.0281265e-27
normal,0.0,1.6054464e-34,0.0,0.0,1.5659532e-21,0.0,0.0,2.1416773e-37,3.2278918e-15,0.0
attack,0.0,0.0,1.0,1.0,0.0,0.99773335,0.99997413,1.0,0.0,0.0
attack,0.9682124,0.0,0.99647516,0.0,0.00044605136,0.0,0.98997575,0.0,1.0,0.0
attack,3.2870357e-32,1.0,0.0,1.0,0.0,5.7233622e-15,1.0,0.0,1.0,1.0
attack,1.0,0.9999995,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
normal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
attack,0.0,0.0,1.0,0.0,0.0,0.9999881,1.0,1.0,0.999993,0.0
attack,0.9737487,0.0,1.901834e-07,0.010363907,0.0,0.0,0.0,0.9829111,0.99911225,0.0
attack,0.0,1.0,1.0,7.562322e-37,4.0843846e-34,0.0,1.0,1.0,1.0,0.0
normal,1.1848225e-24,5.599006e-27,6.9779937e-28,3.4302642e-19,1.5724425e-28,0.0,0.0,2.722727e-20,4.022168e-26,7.82862e-35
attack,2.24672e-22,1.0,1.0,0.0,0.0,0.0,1.0,2.0127813e-09,1.0,1.0
normal,0.0,0.0,8.059022e-37,1.5621725e-26,0.0,2.5902911e-31,0.0,0.0,0.0,0.0
attack,4.3845994e-33,0.0,0.0,6.1464596e-07,0.12875292,0.0,0.00029072165,9.866632e-10,0.0,0.9257663
attack,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0
normal,1.2771349e-34,2.6030401e-23,0.0,8.605096e-31,2.0000277e-30,0.0,0.0,9.094384e-37,0.0,0.0
normal,4.1177298e-38,5.5691345e-37,0.0,0.0,1.5080458e-18,2.425059e-24,3.272327e-37,2.6732506e-38,0.0,0.0
normal,3.6533308e-37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
attack,0.0,0.0,1.0888525e-31,0.0,1.0,1.0,1.0,0.0,1.0,1.0
attack,1.0,1.0,0.0,0.0,2.9945947e-16,0.0,1.0,0.494653,1.0,1.1433898e-33
normal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.288736e-36,0.0,0.0
attack,1.9732399e-36,2.537145e-27,1.0,0.0,1.0,1.0,0.0,1.0,1.0,5.2162653e-25
attack,1.0,0.9997847,1.0,1.03403845e-19,1.7473838e-17,1.0,0.0,5.4647323e-29,0.0,1.0
normal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
normal,1.8265696e-23,8.316159e-26,0.0,0.0,3.2797353e-31,0.0,0.0,5.6739e-25,1.0517259e-18,0.0
normal,0.0,0.0,6.074071e-27,0.0,1.6752492e-35,3.5525497e-38,3.140702e-32,2.5410633e-38,0.0,0.0
attack,0.0,0.0,0.0,1.0,1.055183e-16,1.0,0.0,1.0,1.0,0.99999934
normal,2.929478e-17,2.542669e-26,2.4855215e-11,0.0,5.385629e-24,0.0,2.02708e-30,0.0,1.4020207e-28,1.0178878e-17
normal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.030386e-33,0.0
attack,1.2104158e-37,1.0,0.99886847,1.0,1.0,2.929733e-26,2.5268392e-27,0.9999968,2.9202798e-35,0.0
normal,0.0,6.2641183e-32,4.9452464e-30,0.0,5.716011e-37,3.2955056e-35,5.706735e-35,0.0,2.6508342e-19,0.0
attack,1.0,5.7355185e-36,1.0,1.8652854e-28,4.3306333e-37,3.8990714e-27,1.0,1.0,1.0,0.0
normal,1.4695528e-19,4.9211435e-36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.712892e-35
attack,0.0,2.2044892e-32,0.9999999,2.0978877e-33,1.0,1.0,0.9999951,2.579507e-36,0.9999893,0.0
normal,0.0,0.0,0.0,0.0,0.0,0.0,1.1719828e-34,0.0,0.0,1.5483155e-31
attack,0.99999917,0.99998665,1.0384079e-16,2.2766204e-24,0.05398789,0.0004338622,0.9999865,6.017044e-33,0.0,1.0
normal,3.4349353e-36,0.0,0.0,0.0,5.064574e-35,8.003246e-34,0.0,0.0,0.0,2.325965e-38
attack,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,2.6658586e-22,1.0
attack,0.0,1.0,1.0,1.0,6.8982465e-14,0.0,6.987937e-26,1.0,0.0,1.0
normal,0.0,0.0,0.0,1.3676234e-33,6.1522663e-33,4.104545e-21,0.0,0.0,1.685943e-27,2.9106328e-38
normal,0.0,0.0,2.1042835e-33,0.0,0.0,0.0,0.0,0.0,0.0,0.0
normal,0.0,0.0,0.0,0.0,0.0,0.0,2.807959e-14,0.0,0.0,0.0
attack,0.013760477,0.0,1.3211528e-35,0.9996134,0.99957395,2.9607018e-30,5.4009345e-17,0.30618817,0.00673905,0.9236779
attack,1.0,0.99998516,1.0,1.9370533e-36,0.0,0.0,1.0,0.0,0.0,1.0
normal,3.1730373e-31,2.1267223e-29,3.9835572e-38,7.4182985e-27,1.7057952e-29,0.0,0.0,2.3580114e-30,7.791312e-37,0.0
normal,4.3082985e-33,1.4715738e-17,1.8651323e-17,9.0325956e-23,9.572482e-29,1.3538787e-06,4.1504014e-10,4.2984872e-38,3.7575467e-27,1.4057777e-09
normal,1.2665747e-31,2.8559605e-22,4.3443322e-30,5.7634703e-14,8.761309e-15,2.6737883e-25,0.0,0.0,1.4904326e-31,2.1929887e-33
attack,3.7002155e-31,1.0,1.0,7.068214e-31,0.0,1.0,1.0,1.0,0.0,0.0
attack,1.0,0.0,2.6737476e-25,0.0,1.0,0.0,1.0,0.99536747,0.0,1.0
attack,1.0,0.0,1.0,1.4058263e-16,4.149187e-23,1.0,1.0,4.3609573e-28,0.0,1.0
attack,1.0,0.0,0.0,0.0,0.0,1.0,2.5755477e-26,1.0,1.0,1.0
attack,4.0220512e-23,1.0,3.243764e-16,0.0,1.6659954e-28,0.0,0.9999994,0.99999976,0.99999976,0.99990016
attack,9.61371e-32,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0
attack,1.580837e-15,3.206159e-07,0.0,1.6489264e-33,0.0,0.0,0.0013553798,0.018075854,1.0,0.0
attack,1.0,8.635376e-25,1.0,0.0,9.444729e-11,1.0,0.0,0.0,1.0,1.0323849e-23
normal,0.037548184,0.0,7.263629e-15,0.0,4.1367078e-35,3.4625284e-18,3.2171317e-06,0.9405838,0.0,1.9348752e-13
attack,2.5479938e-08,1.0,1.0,1.2336045e-33,1.7524821e-34,1.0,2.2583816e-36,1.0,2.4712154e-35,1.0
normal,0.0,7.349989e-35,3.393115e-30,2.600381e-30,3.887835e-31,0.0,1.8016692e-32,0.0,1.4503019e-32,2.4147115e-16
attack,0.0,1.0,5.9616162e-33,1.2221998e-24,9.635856e-38,1.0035769e-30,1.0,1.0,1.0,1.0
normal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
normal,0.0,3.7220783e-36,7.942316e-37,7.399946e-37,3.5125492e-26,0.0,0.0,0.0,0.0,0.0
attack,1.0,9.0410825e-29,0.999986,2.7735633e-32,0.9998396,1.0,0.0,1.2252232e-34,0.9999995,0.0
attack,0.11262256,1.0,3.918102e-13,0.9450823,0.9999984,3.5457586e-07,1.1671525e-07,0.99725884,2.6367588e-05,4.026961e-17
normal,0.0,0.0,6.238705e-37,0.0,3.088153e-26,2.2921416e-38,6.6038485e-24,0.0,0.0,3.675099e-27
normal,0.0,2.5699118e-28,1.1688913e-22,5.2148607e-37,0.0,0.0,1.5483203e-25,7.932047e-23,1.6517253e-36,0.0
normal,0.0,5.2886807e-31,0.0,3.7275876e-38,0.0,1.8503762e-26,0.0,3.9557024e-34,0.0,0.0
attack,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0
normal,0.0,0.0,0.0,0.0,1.1842553e-28,0.0,0.0,6.874153e-38,0.0,0.0
attack,1.0,1.0,2.0526767e-19,4.956504e-37,1.5285806e-22,1.0,1.0,6.0911204e-10,1.0,3.740048e-17
normal,5.6707236e-16,0.0,1.6713571e-07,3.4066134e-24,0.0,0.0,3.521608e-32,5.982843e-35,1.3157696e-30,8.852752e-31
attack,1.0,0.0,1.0,1.0,0.0,0.0,0.9994368,2.209931e-37,7.014677e-17,1.0
normal,0.0,0.0,0.0,0.0,0.0,2.4203346e-33,0.0,0.0,0.0,0.0
attack,1.0,3.9078356e-30,1.0,1.0,1.0,0.0,1.0,2.963694e-24,0.99992037,3.5682892e-24
attack,1.0,0.99979234,9.9576273e-17,0.0,1.000012e-29,0.9999833,0.0,0.0,0.9999646,2.7648562e-34
normal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
normal,9.151176e-15,0.0,0.0,2.6042187e-33,0.0,1.7978483e-36,4.1320148e-13,1.4513394e-36,2.4580186e-25,0.0
attack,0.9999182,0.0,9.536862e-05,0.92522466,0.022317529,0.0,0.0,0.0,1.0,2.267584e-36
attack,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.9999994
normal,0.0,4.6667683e-14,9.97265e-23,4.4780094e-25,0.0,3.9930507e-38,0.0,0.0,0.0,4.7264937e-13
normal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
normal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
normal,1.9348589e-37,0.0,0.0,3.277134e-16,0.0,0.0,0.0,0.0,0.0,2.0322237e-35
normal,8.087699e-36,9.92245e-15,3.4062617e-32,5.9141846e-33,1.2564877e-24,1.5410854e-16,0.021248907,3.7660202e-16,2.7876605e-17,0.0
attack,0.99734604,0.0,0.99997884,3.5584603e-06,0.0,0.0,1.0,0.0,0.9723429,0.0
normal,5.383026e-37,2.6953116e-27,4.2080087e-21,0.0,0.0,0.0,3.9048733e-36,0.0,0.0,0.0
attack,0.91612613,0.99998456,7.348242e-30,0.0,4.9298255e-28,0.99993193,4.4515124e-38,0.0,0.99988186,0.99999833
attack,1.0,1.0,5.77033e-34,1.8316133e-24,5.6237437e-22,1.0,1.0,1.0,3.9762485e-26,7.709164e-19
attack,1.0,6.798007e-38,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
normal,0.0,0.0,0.0,0.0,3.8342087e-16,6.105282e-38,0.0,0.0,0.0,0.0
normal,1.5634761e-21,9.811844e-34,2.7150071e-30,4.9954316e-31,3.707954e-26,6.23772e-25,0.0,4.1319565e-22,2.2224223e-18,1.3788399e-24
normal,1.7760119e-17,0.18521523,1.7908724e-22,0.8852033,1.0,7.5894496e-17,0.0060589314,1.0871848e-11,6.696391e-05,2.2622548e-12
normal,0.0,0.0,2.0750364e-26,1.8599465e-31,0.0,2.8021804e-33,3.1258666e-26,7.9331544e-26,1.4888306e-38,0.0
normal,0.0,8.044445e-34,0.0,0.0,4.3878613e-26,0.0,0.0,1.2358681e-36,0.0,0.0
attack,6.472606e-33,0.99594295,0.0,0.9977058,2.2093186e-27,0.0,0.9999746,0.99999803,0.0,0.9997673
attack,7.865345e-36,0.9999982,0.9992622,4.8245502e-33,3.8630623e-21,1.0,0.9999995,2.9018776e-21,1.8841e-36,0.9999999
normal,6.9685665e-16,1.8574421e-25,0.0,2.1543709e-36,7.586316e-19,0.0,8.197308e-37,2.159514e-28,3.722708e-26,0.0
attack,0.0,0.90060663,0.9969693,2.9746398e-36,0.99138784,1.778343e-18,0.0,0.99403834,2.9143467e-36,1.0
attack,0.0,1.0,6.971015e-08,0.0,0.0,4.0258387e-25,0.0,3.222672e-17,2.0648363e-13,0.0
attack,0.9999849,1.0,9.7685314e-32,1.0,1.0,2.0977527e-32,0.0,1.5668981e-35,1.0,6.1694335e-22
normal,2.1983447e-37,0.0,0.0,0.0,0.0,0.0,1.0141193e-27,7.822409e-28,0.0,0.0
attack,1.433879e-35,1.0,1.5115118e-27,2.8618736e-28,1.0,0.0,1.0,1.7531618e-29,1.0,1.0
normal,6.0773776e-37,0.0,1.9508397e-20,0.004740447,2.038885e-06,3.8184244e-19,4.6687483e-20,0.0,0.9598061,3.43138e-17
attack,3.2083e-22,0.0,5.929304e-12,1.0,1.0,0.0,1.0,2.0184657e-18,1.0,1.0
normal,1.8565525e-22,1.0542061e-37,0.0,6.241428e-19,5.6842134e-32,0.0,3.252478e-29,2.0574636e-05,0.0,5.6593073e-33
attack,5.55232e-27,0.0,9.867569e-05,4.4285793e-23,0.0,3.4990563e-18,0.92814267,0.0,1.9702026e-12,8.8489166e-13
normal,0.0,6.6958605e-37,0.0,0.0,0.0,1.08264926e-29,0.0,0.0,7.980398e-30,0.0
normal,0.0,8.695918e-29,1.0406314e-33,0.0,3.0387851e-30,0.0,0.0,4.6993315e-38,0.0,0.0
normal,5.3767024e-23,0.0,0.0,0.0,0.0,0.0,1.1256199e-26,0.0,0.0,0.0
normal,1.7430658e-29,3.1933684e-36,2.5209007e-33,0.030295104,0.0,2.4389131e-29,3.6327474e-38,0.0,1.6387514e-30,2.157496e-21
normal,1.0685001e-33,2.2083154e-35,0.0,0.0,0.0,3.232606e-33,5.9762924e-29,0.0,2.0694303e-35,2.745544e-30
normal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
normal,5.195464e-36,1.2077291e-26,4.004731e-18,5.40037e-20,0.0,1.2931542e-29,2.0978374e-35,2.3927705e-11,2.7751241e-36,1.9507981e-17
attack,4.4109625e-37,1.0,5.4772196e-34,1.0,1.0,0.0,0.0,1.0,0.0,1.0
normal,0.0,3.8005762e-28,1.12180916e-11,2.8988076e-32,2.5074403e-29,0.0,0.0,0.0,0.1931076,0.0
normal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1865712e-35,0.0
normal,0.11593947,4.391227e-26,3.4700953e-31,0.0,2.7296497e-30,0.0,3.878998e-35,8.1544634e-20,1.4662035e-35,0.00016900897
attack,1.432014e-29,9.548205e-34,1.7008592e-34,1.0,1.7086312e-33,1.0,1.0,1.0,1.0,1.5617908e-19
attack,0.0,1.6624565e-05,1.0,1.6161542e-37,0.0,9.220624e-16,1.0,1.0,1.0,1.0
normal,0.0,0.0,1.8508892e-36,0.0,0.0,0.0,0.0,0.0,0.0,4.029107e-27
normal,9.168967e-29,1.6442614e-23,0.0,5.9646587e-35,0.0,7.5073313e-31,3.1877668e-38,0.0,7.1953553e-35,2.6709748e-25
attack,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,8.824776e-14
attack,1.0,1.0,1.0,2.1702466e-16,0.0,1.0,2.5176017e-20,0.0,1.0,2.953598e-28
attack,1.3755914e-34,0.0,1.0,1.0,0.9999912,0.0,0.0,1.0,1.0,0.0
normal,2.8054802e-29,0.0,1.458728e-35,0.0,0.0,0.0,0.0,0.0,0.0,0.0
