type,1,2,3,4,5,6,7,8,9,10
normal,0.0,0.0,0.0,0.0,0.01376459,0.0,2.113331e-13,2.3625337e-28,1.4637334e-35,0.0
normal,1.3184498e-34,0.0,0.0,0.0,0.0,0.0,9.553474e-37,2.816485e-27,0.0,0.0
attack,6.3263504e-21,5.3773026e-36,0.0,3.055382e-05,0.9971665,0.0,0.99999964,1.2058803e-08,3.1603293e-31,0.0015324354
attack,0.55471915,1.0,4.241412e-16,0.99999714,1.1573633e-31,1.0,4.5255376e-35,1.0,4.764872e-32,1.0
attack,1.0,6.0901747e-34,5.3906846e-13,1.7520374e-23,1.0,0.9999995,7.9956316e-23,4.3132977e-18,1.0,0.9992553
attack,0.0,1.0,1.0,1.0,1.0,1.7194647e-34,1.0340928e-28,2.873327e-28,0.0,1.0
attack,0.80287194,8.556912e-31,0.0,8.458273e-34,8.1748586e-10,7.571452e-20,3.4571562e-07,2.0454501e-38,0.0,6.026885e-15
attack,0.0,0.0,0.9999823,2.2487698e-29,0.99971783,1.0,1.0,3.056285e-07,7.0368306e-35,6.0452307e-32
attack,1.237665e-37,1.0,5.729333e-35,1.0,0.0,1.0,1.0,1.0,0.0,0.0
normal,0.0,0.0,1.7350616e-18,1.9985811e-05,0.0,1.7943426e-26,8.764852e-15,8.090904e-22,5.708227e-16,7.1355795e-34
attack,2.6169458e-33,0.0,9.809917e-15,0.0,4.5583224e-07,4.138766e-17,0.022392929,1.5529953e-15,0.9977993,0.0
attack,8.767456e-31,7.3276e-05,0.0,0.00012208399,3.0372215e-22,3.2836194e-29,1.848305e-08,0.0,3.143557e-08,8.908179e-11
normal,1.7898676e-08,0.0,1.8053008e-18,7.505188e-15,2.1913436e-16,4.877675e-12,0.99984944,2.643427e-08,3.322132e-16,2.3693953e-11
normal,0.0,1.7349994e-36,0.0,5.6209336e-11,0.0,1.872546e-25,0.0,9.378509e-18,0.0,2.6834323e-34
attack,0.0,0.0,1.0,0.0,1.0,1.0,4.136004e-32,1.0,1.0,0.0
normal,2.792908e-32,1.3799675e-37,0.001972586,0.0,0.0001680851,1.5305761e-07,0.0,0.0,4.390156e-18,6.693424e-25
attack,0.0,8.426648e-34,6.455774e-30,0.0,1.9091037e-36,0.0,1.9343566e-30,0.0,5.9008618e-27,0.0
attack,0.0,0.0,0.0,0.0,1.0,1.0,0.99958456,5.234507e-24,1.0,1.0
normal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
normal,0.0,0.0,8.941118e-26,1.2049879e-16,0.0,0.0,0.0,1.3827845e-25,0.0,0.0
normal,0.0,0.0,0.0,9.887635e-33,0.0,4.574956e-27,3.7695174e-36,0.0,7.295948e-24,0.0
normal,6.89219e-16,2.3939211e-37,9.76512e-10,2.5054058e-35,7.703095e-15,3.157915e-26,0.0,1.8442361e-21,3.2915762e-18,6.5286113e-22
normal,0.0,0.0,0.0,0.0,0.0,0.0,1.8548309e-31,0.0,0.0,0.0
normal,0.0,9.222014e-27,0.0,0.0,0.0,0.0,0.0,3.0042967e-24,3.0456606e-06,0.0
attack,1.2241393e-34,0.9999994,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
normal,0.0,4.02333e-28,7.3551334e-32,0.0,0.0,1.2662214e-32,0.9809628,0.0,1.6261119e-28,4.6259808e-38
normal,0.0,0.0,0.0,0.0,0.0,2.2800146e-35,0.0,0.0,0.0,5.9871064e-22
attack,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0
attack,4.5769395e-11,0.0,0.99987847,0.9235177,2.3736542e-09,0.0,1.471145e-35,3.208584e-28,0.99999624,1.7056022e-34
normal,0.0,3.2358313e-30,1.7787126e-22,0.9999917,4.772751e-31,0.0,0.0,7.235933e-26,0.0,1.5549563e-24
attack,3.4375158e-37,0.0,0.99999976,0.9701009,0.8215042,0.9999933,0.0,1.394485e-19,0.98968273,8.573326e-36
attack,0.9999973,1.0,0.0,1.0,0.0,3.7532997e-38,1.6672046e-19,0.0,1.0,1.0
normal,4.3321522e-30,1.8369508e-18,1.1231605e-29,8.9769566e-21,0.0,6.1738673e-27,2.3020885e-37,5.439597e-33,3.718121e-35,3.0074346e-19
attack,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0
attack,0.9995491,8.886192e-36,0.0,4.2472363e-33,1.0,0.99999595,1.0094787e-22,2.5417968e-33,0.9999996,0.9999993
attack,0.0,2.6231428e-14,0.0,0.0,1.3201395e-36,7.30005e-29,0.99742377,0.0,1.393868e-19,0.0
attack,1.0,1.0,5.6119143e-37,0.0,1.0,1.0,1.3144618e-20,4.8560342e-32,1.0,0.0
attack,0.0,1.0778633e-32,8.311716e-34,1.6208226e-21,2.1809637e-36,0.0,0.0,2.1251236e-30,0.014093369,0.0
attack,1.5740168e-18,1.0,1.5566604e-08,1.0,2.7642354e-18,1.0,2.9535477e-24,1.8742196e-31,1.0,0.9999983
attack,1.0931023e-30,0.0,0.0,5.378397e-26,0.0,5.33275e-21,1.5813608e-31,1.0224199e-35,5.6114865e-37,0.0
attack,1.0,2.8710304e-25,0.0,1.0,1.0,1.0,3.595507e-32,0.0,1.0,0.0
normal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
normal,2.580992e-05,0.0,1.5712565e-19,0.0,0.0,9.096908e-09,5.559725e-13,7.208173e-12,0.0,4.2787278e-29
attack,0.0,1.0,1.0,0.0,4.6722034e-13,1.0,2.6760108e-34,0.999994,0.0,0.0
attack,4.475442e-35,3.7867093e-37,1.0,1.0,1.5767348e-16,1.0,1.1166098e-32,3.5755729e-35,1.0,0.9999995
normal,0.0,0.0,0.0,0.0,0.0,5.5506034e-35,5.582627e-27,0.0,0.0,0.0
normal,0.0,0.0,0.0,0.0,0.0,6.794169e-31,0.0,0.0,0.0,0.0
normal,2.4290155e-29,0.0,5.4719266e-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0
normal,0.0,3.9897902e-24,0.0,5.577626e-34,8.47845e-37,6.851844e-24,2.0044449e-35,1.625621e-29,3.162435e-34,2.5617128e-18
normal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9061221,0.0
normal,0.00018823147,2.8290743e-26,0.3987205,4.3176404e-12,4.60207e-08,1.173835e-08,1.4204444e-14,1.0,1.4108761e-09,1.5484382e-14
attack,1.0,3.6563096e-32,0.0,6.7517965e-31,0.0,1.0,1.0,1.4547032e-37,1.0,1.0
attack,0.0,0.99983823,0.0,0.0,0.0,0.99970734,0.0,0.99999845,1.0,0.99999785
normal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
attack,4.9182935e-20,6.647738e-28,6.829474e-11,1.0,0.0,1.0,0.0,1.0,1.0,1.0
normal,0.0,0.0,0.0,0.0,0.0,1.4358009e-34,1.9666825e-33,3.5385757e-32,3.6096326e-18,0.0
normal,1.0548587e-28,0.9999789,0.0,8.7498414e-10,1.8983534e-31,1.2469598e-27,0.9999999,1.2334272e-23,4.8165314e-26,0.92951405
attack,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,8.1559626e-26
normal,0.09529501,6.1926936e-11,1.7570465e-20,9.717665e-29,0.0,1.2063563e-27,0.0,1.2270731e-15,7.107786e-27,2.0864205e-24
normal,0.0,0.0,2.8277214e-29,0.0,3.5957674e-17,7.6927404e-27,2.422807e-28,0.0,0.0,0.0
normal,1.6692826e-15,0.0,3.672832e-25,5.162528e-37,0.0,1.13182905e-33,0.0,0.0,1.5024645e-33,2.4802201e-24
attack,0.99999964,0.9996569,0.0,1.0,2.9022982e-36,0.9999834,0.9826044,0.0,0.99999523,4.467734e-19
attack,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
normal,0.0,0.0,2.5333886e-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0
attack,0.0,0.00038802624,1.47163055e-05,3.185524e-08,2.9129907e-36,0.0,0.99980414,0.0,4.4734266e-13,0.0
normal,2.7757623e-34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.095893e-17
normal,0.0,2.9687383e-33,8.761708e-38,8.525967e-29,0.0,0.0,0.0,1.3799053e-28,9.215546e-34,0.0
attack,1.0,0.0,1.1950419e-29,0.9954593,0.99995935,2.4540717e-12,0.0,3.4689915e-19,1.0,0.99999976
attack,0.7416406,2.5409647e-13,8.8101215e-06,2.6675963e-16,1.0178154e-05,0.99088514,5.57668e-15,1.7312719e-12,2.2341833e-21,0.0002874136
normal,2.7870705e-28,1.8269439e-25,0.0,0.0,3.0411082e-20,0.0,8.434461e-12,1.6491783e-25,3.3453995e-34,1.880169e-25
normal,7.1318315e-17,1.965586e-27,0.0,5.6219195e-15,1.4248712e-35,4.1086702e-26,2.955015e-30,1.4037414e-07,3.7154994e-08,1.210277e-30
normal,0.0,0.0,0.0,0.0,0.0,0.99999815,0.0,0.0,0.0,0.0
attack,3.2798154e-28,0.0,0.0,4.3929337e-27,5.0182557e-16,1.2783089e-20,3.2851604e-14,1.615634e-25,0.0,1.6730574e-29
normal,0.0,0.0,0.0,1.0415415e-32,0.0,0.0,0.0,0.0,1.4877223e-32,0.0
normal,0.0,4.4607598e-38,0.0,0.0,1.247519e-38,0.0,0.0,0.0,0.0,0.0
normal,6.8995153e-35,2.5139153e-36,1.7033486e-31,0.0,6.8377877e-19,8.873117e-36,1.5968425e-24,0.0,0.0,0.0
attack,2.572114e-24,1.0,0.0,0.0,1.0,1.0,1.0,3.4716505e-20,1.8701797e-36,1.0
normal,0.0,6.1682097e-22,7.918879e-27,0.0,3.8878408e-28,1.4509198e-27,0.0,0.0,0.0,0.0
normal,0.0,2.865142e-34,0.0,1.2298463e-13,1.8402482e-32,0.0,1.3830662e-37,0.0,2.427016e-28,0.0
normal,0.0,0.0,0.0,0.0,0.0,3.7206787e-18,0.0,0.0,7.2803145e-34,0.0
attack,9.973256e-31,0.0,0.0,1.0,0.0,0.9999449,1.0,0.0,4.1043295e-06,0.9999984
attack,1.3276874e-32,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
attack,0.13535494,0.0,0.9999547,0.9997916,0.0,0.0,0.9999742,5.9479096e-36,6.257484e-23,0.0
normal,0.0,0.0,0.0,1.0542092e-24,4.721236e-30,2.1503008e-34,8.771201e-24,6.3978733e-28,1.0483682e-35,8.479578e-38
attack,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,3.4101985e-26,1.7789492e-38
attack,0.99999917,1.0,0.9999995,4.1104903e-14,9.8427966e-29,0.9997413,3.010056e-16,2.392848e-11,3.3778218e-07,0.08217156
attack,0.0,1.0,0.0,0.999285,0.0,0.999998,1.0,0.0,0.0,0.9997398
attack,0.0,0.0,8.014646e-33,0.9999615,1.0,1.0,1.0,5.601819e-22,1.0,0.0
attack,0.0,1.0,0.0,0.0,0.9994663,1.0,0.0,0.0,0.99999964,0.9999989
attack,0.0,0.0,1.0,1.0,0.0,0.99999917,0.9996238,0.0,0.99999607,3.9944526e-38
attack,1.0,2.293046e-35,1.0,1.0,1.0,0.0,0.0,1.0,0.0,7.6690873e-29
normal,0.0,2.5919684e-07,0.0,1.9539996e-33,0.0,0.0,0.0,0.0,0.0,0.0
attack,0.0,1.0,1.0,4.4530748e-38,0.0,1.0,1.0,1.0,0.0,0.0
attack,1.0,1.0,8.7072795e-27,1.0,0.0,2.1597594e-37,1.0,0.0,0.0,1.0
attack,1.0,1.0,3.8450544e-35,1.0,1.0,5.971344e-30,1.0,9.7809185e-23,2.712133e-35,1.7269256e-19
normal,2.3173666e-22,6.3089276e-28,1.7250018e-28,1.4636222e-27,1.2320256e-16,1.1011116e-13,2.57538e-19,0.0,0.0,0.0
normal,0.0,2.890293e-33,3.2072445e-09,0.99999917,0.0,3.4064324e-31,1.923113e-24,0.0,0.0,0.0
attack,0.0,0.0,0.0,3.155474e-07,2.8469627e-31,1.0,1.0,0.0,0.9937118,0.9999788
attack,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
attack,1.0,0.0,5.4941406e-37,1.8281254e-29,0.0,1.0,1.0,1.0,1.0,0.0
attack,0.99641097,1.0,0.9999989,0.0,6.0975466e-18,0.0,0.99993443,5.372056e-07,0.0,0.0
attack,1.0,5.2232876e-20,0.0,1.0,1.0,2.1082151e-23,1.0,1.0,1.1920332e-35,0.0
attack,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.8760962e-36,1.2189858e-26,8.422014e-28
normal,2.7673294e-16,1.7545325e-30,0.0,0.0,0.0,0.0,7.395399e-38,2.6301422e-36,7.7098346e-28,2.5904347e-27
attack,1.6955915e-35,0.0,3.3070484e-38,0.0018597841,0.99438065,0.99988526,0.99988246,0.0,0.0,0.9701834
attack,1.6526598e-34,1.0,0.0,0.0,0.0,2.6329905e-38,1.0,1.0,1.0,1.0
attack,1.0,1.0,1.0,1.0,0.0,3.9070684e-26,0.0,1.0,7.7282185e-33,1.9392077e-33
attack,2.2227676e-35,2.0362237e-24,1.0,1.0,0.0,1.0,1.0,1.0,9.9501165e-23,1.8696462e-27
attack,0.99999976,0.0,2.1843653e-17,1.9260745e-36,0.0,0.9999998,1.0,1.0,1.0,0.0
normal,6.241533e-31,4.223989e-24,0.0,2.0173828e-38,0.0,2.2457694e-29,0.0,0.0,0.0,7.3337163e-09
attack,0.0,1.0,0.0,0.0,0.0,0.0,0.99999595,2.6481874e-05,1.0,1.0
normal,0.0,0.0,0.0,1.7156698e-28,0.0,5.32455e-24,8.387654e-18,1.7418184e-34,0.0,2.3808173e-36
normal,0.0,8.02447e-32,0.0,0.0,5.1560735e-14,7.271512e-07,9.812233e-16,3.650788e-26,2.1906271e-14,9.924791e-16
attack,1.0,0.0,1.0,2.5466994e-32,1.0,0.0,2.1380519e-23,1.3283548e-34,1.0,1.0
normal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
normal,0.0,0.0,2.7319747e-36,9.696728e-32,7.116197e-08,0.011640936,8.4915034e-20,1.5844819e-32,7.242323e-23,1.2254073e-31
attack,0.0,1.0,0.00018513203,1.0,0.0843218,1.0,1.0,0.0,3.5205326e-25,6.018621e-09
normal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.3272173e-29,0.0,0.0
normal,2.2547117e-31,6.5668216e-31,3.6223346e-06,0.0,0.0,1.6363835e-38,2.7333884e-09,0.0,0.0,2.2420523e-16
normal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
attack,0.0,1.0,0.9999968,1.0,6.2662373e-27,0.998716,0.0,2.130265e-34,0.99999976,9.225976e-30
attack,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
attack,1.0,1.0130181e-33,2.9683502e-35,0.0,1.0,0.0,1.0,2.4541016e-33,1.0,1.0
normal,0.0,0.0,0.0,0.0,0.0,0.0,1.1346465e-35,0.0,0.0,0.0
normal,7.696004e-18,2.1478762e-32,0.0,0.0,4.280109e-17,5.3993554e-37,1.5829425e-23,1.383499e-37,0.0,7.046381e-16
normal,0.0,1.0709679e-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
attack,1.0,6.445259e-25,0.0,1.0,1.0,0.0,1.4619835e-17,1.0,1.0,0.0
attack,0.0,0.0,1.7565683e-30,1.0,1.0,1.0,7.2645734e-22,1.2132725e-30,1.0,1.0
attack,1.0,1.0,1.0,4.851103e-27,0.00048971176,3.777424e-19,0.0,1.0,1.0,2.8065685e-24
normal,3.049353e-37,0.0,4.269695e-29,4.0453207e-21,2.996059e-11,1.1480482e-19,0.0,1.7277634e-18,5.8538454e-35,7.5443215e-20
normal,1.1992972e-38,1.7188408e-35,0.0,1.6185163e-08,1.3932259e-25,1.4983158e-17,2.7906367e-19,1.4089796e-21,3.781859e-22,7.8029875e-18
normal,0.0,9.782981e-21,0.0,2.4016546e-11,0.0,0.0,0.0,0.0,0.0,0.0
attack,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0
attack,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
attack,0.9714776,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.99971735,0.0
attack,0.0,4.400583e-19,0.0,1.0,1.0,1.0,1.0,1.0,0.001522392,0.0
normal,0.0,1.8996554e-33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
normal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
attack,2.9692336e-35,0.0,0.0,0.0,1.0,1.0,1.0,9.077431e-38,1.0,1.0
attack,1.0,3.5731267e-38,6.31259e-12,1.0,1.0,0.0,8.6033263e-38,1.0,3.3965855e-30,1.0
attack,1.0,1.0,1.0,0.0,1.0,1.9742855e-22,1.0,0.0,2.0955916e-26,3.7160356e-28
attack,1.1099048e-31,1.0,1.042321e-16,0.0,0.0,1.0,1.0,1.0,1.6969504e-35,0.9999906
attack,0.9999994,0.0,0.99997187,0.9994392,0.0,1.5307757e-28,6.900981e-30,1.4095588e-23,0.42693916,0.9999157
attack,0.0,1.0,1.2896612e-37,0.99818236,0.0,0.0,1.0,0.999992,2.1193757e-30,0.9995345
normal,0.0,2.4256924e-28,0.0,2.9938302e-38,6.787627e-35,0.0,3.2215206e-37,8.773001e-33,1.9501741e-16,0.0
normal,0.0,0.0,0.0,2.4407274e-37,0.0,1.4957767e-29,0.0,0.0,3.3395167e-37,1.6263724e-28
normal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
attack,1.0,1.0,0.0,1.0,0.0,4.296828e-32,0.0,1.0,0.0,1.0
normal,6.6970204e-34,0.0,0.0,8.5522306e-27,2.0885606e-26,0.0,0.0,3.6555446e-31,2.786824e-37,1.6678997e-32
attack,4.0217095e-25,0.999967,0.99977076,0.0,0.7801815,3.665208e-38,0.0,0.9741168,2.4202639e-38,1.5541158e-07
attack,0.0,0.0,1.0,1.0,2.1121531e-29,2.1336114e-38,1.0,1.0,1.0,3.632326e-26
attack,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0
normal,2.4073935e-36,9.7659036e-36,1.6802336e-29,0.0,0.0,7.440991e-37,6.380788e-28,0.0,2.446989e-32,3.1162542e-36
normal,3.3056805e-19,0.0,1.5776617e-08,2.2146104e-26,5.4877297e-30,0.0,0.0,0.0,0.0,0.0
normal,2.0488327e-37,0.0,0.0,0.0,0.0,0.0,4.2281705e-36,3.8887427e-37,0.0,0.0
attack,0.9999996,0.9998961,4.4594997e-31,1.4517348e-33,0.99997216,0.9999741,0.0,0.99953496,0.0,0.0
attack,1.0,2.1643276e-23,1.3771819e-27,1.0,1.0,2.3112604e-27,9.9384786e-29,3.5241455e-26,1.0,0.9999993
normal,0.0,0.0,3.6657496e-25,2.2376438e-38,1.9591947e-14,0.0,0.0,2.929455e-25,3.8484932e-25,5.4097874e-37
normal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
normal,0.0,0.0,1.345514e-37,0.0,0.0,1.2730377e-29,0.0,0.0,0.0,7.1073015e-26
attack,1.0,1.0,0.0,1.0,1.0,1.0553129e-29,2.1558693e-34,2.1408132e-28,1.0,0.0
attack,1.0,0.0,1.5975672e-32,1.0,5.6993443e-18,1.0,1.0,3.5590608e-23,1.9721196e-20,1.0
attack,0.0,2.6197705e-27,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0
normal,0.0,0.0,0.0,0.0,4.2411517e-24,0.0,0.0,0.0,0.0,0.0
normal,0.0,0.0,8.688188e-15,0.0,2.3278865e-27,4.237692e-31,0.0,3.2067563e-12,0.0,5.188141e-34
normal,0.0,0.0,0.0,0.0,0.0,1.4452382e-16,0.0,0.0,0.0,0.0
attack,4.347228e-25,0.9999989,1.1709037e-15,0.0,0.0,0.9999692,0.9772384,0.9999888,7.1898715e-19,1.0
attack,0.0,1.0,1.0,1.0,1.0,0.0,4.0023776e-26,4.5400116e-27,1.9611665e-35,1.0
attack,1.0399716e-35,9.091092e-29,1.7065289e-16,1.7055194e-17,0.999902,0.9983103,1.0,0.99240804,1.0,2.9760525e-25
attack,0.99999905,0.9999998,1.0,0.0,1.0,0.0,1.0,0.0,1.1879852e-33,3.2961734e-34
normal,1.1522192e-29,1.4478052e-37,0.0,0.0,7.956705e-33,0.0,2.4967484e-38,2.9358405e-34,4.886478e-37,1.4088115e-23
normal,2.388438e-23,4.7174733e-15,1.0972204e-32,3.8151777e-19,1.2694363e-19,1.8358108e-31,7.0344904e-29,1.2421837e-27,0.0,1.3546014e-33
attack,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0
normal,0.0,0.0,0.0,0.0,0.0,4.7979743e-18,0.0,0.0,0.0,0.0
attack,1.0,1.0,0.0,7.152049e-24,1.7997597e-13,0.0,1.0,1.0,1.0,8.978542e-34
attack,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
normal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
normal,0.0,0.0,0.0,0.0,0.0,2.523782e-37,0.0,4.91312e-08,0.0,0.0
normal,0.0,0.0,0.0,3.1269676e-31,0.0,0.0,0.0,0.0,0.0,0.0
attack,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
normal,7.282283e-35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.863884e-28,0.0
attack,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
attack,1.1074665e-20,2.7306203e-21,1.0,1.0,6.743494e-35,2.568357e-14,1.0,1.0,8.8558504e-33,1.0
attack,0.9999963,9.187458e-13,0.0,1.0,0.0,1.0,1.0,1.0,2.4767894e-38,0.0
attack,0.99999976,0.0,3.7992978e-22,5.5807884e-37,1.0,1.0,0.0,1.0,0.0,0.99999964
normal,1.5131264e-28,0.0,0.0,0.0,3.1335766e-35,0.0,0.0,0.0,1.5775067e-36,0.0
attack,1.0,1.0,0.0,1.1071468e-25,5.350468e-32,1.0,1.0,1.0,2.0913483e-21,1.850958e-23
normal,1.6955971e-36,0.0,0.0,1.2650543e-30,0.0,0.0,0.0,0.0,0.0,9.3357485e-14
normal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2780383e-36,0.0
normal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
attack,6.278033e-27,1.1815796e-09,2.7072455e-26,0.0,0.0,0.0,6.3300587e-07,8.824031e-15,3.597112e-17,0.0
attack,2.9909155e-18,0.99976313,0.0,1.1133676e-34,0.99999976,8.0441287e-10,9.652481e-24,0.99953115,0.8186817,0.9984174
attack,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
attack,0.00017032027,0.9999999,1.0,4.5532508e-17,6.141533e-16,1.0,0.99825764,0.03178695,1.0720415e-15,0.9952922
normal,0.0,4.2393326e-35,0.0,1.7054517e-35,0.0,0.0,0.0,0.0,0.0,0.0
attack,1.0,1.0,0.0,0.0,1.0827167e-34,0.0,1.0,1.0,1.0,0.0
attack,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.9999938,1.0
attack,0.0,1.0,1.7391591e-38,0.0,1.0,0.0,1.0,0.0,1.0,1.0
normal,0.0,1.5374637e-22,3.413928e-22,6.6149035e-28,0.0,7.886721e-25,0.0,0.0,0.0,1.1038583e-31
attack,0.9997823,0.9998775,0.0,0.0,0.0,0.9999617,1.0,0.0,1.0,3.3936447e-38
normal,0.0,1.7684806e-32,0.0,0.0,0.0,0.0,0.0,1.4432079e-35,0.0,0.0
attack,1.1014486e-15,0.0,0.0,0.0,0.0,0.99999917,5.778155e-06,0.99958193,0.0,4.4517225e-09
normal,3.2572367e-27,0.025777102,1.07955536e-23,6.729294e-17,2.1523365e-11,3.8218762e-20,3.712167e-21,1.2409298e-25,2.414986e-25,3.0508182e-30
attack,1.9282717e-37,0.0,0.0,1.0131928e-24,0.9999996,1.0,1.0,1.0,1.0,0.0
attack,0.0,1.0,6.319086e-30,1.0,0.0,1.0,0.0,0.9993739,7.321677e-18,1.0
attack,7.356961e-16,0.0,0.0,1.0,0.999928,1.0,0.999998,1.0,9.877132e-30,1.13772116e-32
normal,5.8447517e-24,3.7657394e-20,1.5253818e-23,0.0,6.956539e-30,3.88357e-29,1.7408654e-30,1.3817991e-24,2.3253045e-19,9.135929e-31
normal,0.0,0.0,5.8257475e-11,1.1156033e-20,0.0,2.8143363e-20,2.0917867e-29,0.0,0.0,0.0
normal,0.0,4.057974e-31,4.9305143e-12,7.527677e-35,6.6069125e-12,0.0,4.483953e-27,1.4492223e-11,3.9584235e-17,1.3763692e-14
attack,1.0,0.0,1.1288803e-17,1.0,0.0,0.0,1.0,1.0,0.0,1.0
attack,1.0,0.0,0.0,1.0,3.1039376e-11,3.7911565e-32,1.0,0.0,1.0,1.0
attack,1.0,0.0,1.0,1.0,0.9999978,1.0,0.0,0.0,0.0,0.0
normal,5.9419227e-36,0.0,0.0,3.360448e-30,1.8252967e-36,0.0,0.0,1.8058964e-37,0.0,0.0
attack,0.9954928,1.2065178e-19,2.6745399e-20,0.9018161,0.0,3.8440788e-07,3.2364174e-34,3.8910635e-19,1.3341515e-08,4.0939564e-22
normal,1.6310573e-09,0.0,0.0,3.76081e-38,0.0,0.0,0.0,8.81191e-10,0.0,0.0008403361
attack,0.0,0.99999976,0.99999976,0.0,0.0,0.0,1.0,1.0,1.0,8.231444e-34
attack,0.0,1.0,0.0,1.3427523e-34,4.574349e-33,8.745535e-33,0.99985045,1.0,0.9999914,0.9999441
normal,0.0,0.0,1.0807195e-34,0.0,0.0,0.0,0.0,0.0,0.0,0.0
attack,1.0,6.410628e-35,0.99999833,1.0,4.0792816e-32,1.0,1.0030064e-23,1.0,5.098735e-33,4.4080144e-09
attack,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0
normal,0.0,9.1646425e-34,0.0,0.0,0.0,0.0,0.0,1.4223019e-36,0.0,1.7212419e-28
normal,0.0,2.9974405e-31,0.0,0.0,1.8688757e-20,0.0,0.0,0.0,1.444237e-36,0.0
normal,2.028278e-16,4.7126504e-16,0.0,1.5929216e-20,0.0,1.8790896e-14,1.4454955e-26,9.644141e-21,0.0,9.50893e-38
normal,8.6603177e-32,3.043489e-34,3.414726e-07,7.0321293e-29,6.1338254e-25,0.0,0.0,0.0,0.0,0.0
attack,0.0,0.0,1.7829611e-34,0.9999882,1.0,0.0,0.9998735,0.9755101,1.0,0.0
normal,3.73717e-08,2.6895833e-25,0.0,0.0,5.0535346e-35,0.0,5.0026845e-21,4.3779856e-16,0.99986506,7.5939846e-20
attack,0.0,0.0,0.0,3.7392005e-20,1.0,0.0,2.3007058e-07,1.005892e-15,0.0,4.765839e-23
attack,1.7327801e-25,0.0,0.52462345,0.9999957,0.00472638,0.0,0.9999987,1.0,0.0,0.0
normal,0.0,0.0,0.0,9.542724e-08,0.0,0.0,0.0,9.191663e-36,1.2225772e-17,0.0
attack,0.00057530403,0.0,0.75402147,0.0,0.99640393,0.0,1.0,0.0,1.0,0.0
normal,0.0,2.6117168e-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
normal,0.0,0.0,1.0025693e-25,1.681038e-33,0.0,2.9819657e-30,1.3248922e-13,1.2218812e-19,4.804414e-21,2.7069695e-24
normal,0.0,8.3453766e-23,0.0,0.0,0.0,2.0101986e-32,3.6875777e-30,1.0152191e-26,0.0,2.9254563e-33
attack,0.0,0.0,1.0,9.386129e-34,1.0,1.0,1.1597344e-12,1.0,1.0,0.0
normal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
